390.0	4.0	-1.549899	6.047339
400.0	1.0	11.3632	-3.024665
400.0	2.0	4.689447	5.076912
400.0	3.0	12.52814	4.647197
400.0	4.0	-0.8668451	5.987413
410.0	1.0	11.09613	-3.735342
410.0	2.0	3.977515	5.078482
410.0	3.0	13.24932	4.583719
410.0	4.0	-0.1930428	5.9283
420.0	2.0	3.374916	5.079786
420.0	3.0	13.86232	4.529745
420.0	4.0	0.3815503	5.884877
430.0	2.0	2.727386	5.081187
430.0	3.0	14.51932	4.471897
430.0	4.0	1.005646	5.830138
440.0	2.0	2.01224	5.082734
440.0	3.0	15.24898	4.40765
440.0	4.0	1.695517	5.769629
450.0	2.0	1.298486	5.08428
450.0	3.0	15.97643	4.343596
450.0	4.0	2.386576	5.709016
450.0	5.0	21.78552	3.95971
460.0	2.0	0.5867472	5.08582
460.0	3.0	16.69607	4.273009
460.0	4.0	3.077894	5.64838
460.0	5.0	21.16971	3.961072
470.0	2.0	-0.121295	5.080263
470.0	3.0	17.42277	4.209015
470.0	4.0	3.768469	5.587811
470.0	5.0	20.50052	3.962552
480.0	2.0	-0.7219123	5.081552
480.0	3.0	18.04443	4.15428
480.0	4.0	4.354474	5.53642
480.0	5.0	19.88414	3.96391
490.0	2.0	-1.363498	5.082931
490.0	3.0	18.70319	4.096278
490.0	4.0	4.987918	5.480869
490.0	5.0	19.23398	3.965338
500.0	2.0	-2.073332	5.084455
500.0	3.0	19.43862	4.031528
500.0	4.0	5.687854	5.419487
500.0	5.0	18.50942	3.96693
510.0	2.0	-2.779516	5.08597
510.0	4.0	6.388727	5.358022
510.0	5.0	17.7905	3.96851
520.0	2.0	-3.481299	5.087477
520.0	4.0	7.088341	5.296668
520.0	5.0	17.07409	3.970087
530.0	4.0	7.788219	5.23529
530.0	5.0	16.35596	3.971666
540.0	4.0	8.385707	5.182881
540.0	5.0	15.73973	3.980019
550.0	4.0	9.029958	5.126371
550.0	5.0	15.08002	3.981467
550.0	6.0	-3.112223	5.200656
560.0	4.0	9.740616	5.064036
560.0	5.0	14.35083	3.983067
560.0	6.0	-2.504618	5.146012
570.0	4.0	10.45286	5.001562
570.0	5.0	13.62445	3.984663
570.0	6.0	-1.810383	5.083579
580.0	4.0	11.1643	4.939157
580.0	5.0	12.90174	3.986249
580.0	6.0	-1.119704	5.021466
590.0	4.0	11.87437	4.876873
590.0	5.0	12.1784	3.987835
590.0	6.0	-0.4351215	4.959898
600.0	4.0	12.48204	4.823558
600.0	5.0	11.55984	3.989168
600.0	6.0	0.1526098	4.913924
610.0	4.0	13.13647	4.76614
610.0	5.0	10.89904	3.990594
610.0	6.0	0.7898417	4.856613
620.0	4.0	13.8607	4.702597
620.0	5.0	10.16773	3.992169
620.0	6.0	1.494543	4.793236
