0.0	0.0	-3.867991	5.05185
0.0	1.0	14.74998	15.1475
10.0	0.0	-3.257615	4.996662
10.0	1.0	14.70045	14.88108
20.0	0.0	-2.563467	4.9339
20.0	1.0	14.64369	14.57581
30.0	0.0	-1.874434	4.871597
30.0	1.0	14.58614	14.26624
40.0	0.0	-1.181216	4.808918
40.0	1.0	14.52868	13.95754
50.0	0.0	-0.4831867	4.745805
50.0	1.0	14.46836	13.63307
60.0	0.0	0.1066656	4.699368
60.0	1.0	14.41691	13.35651
70.0	0.0	0.7371087	4.6424
70.0	1.0	14.36051	13.05337
80.0	0.0	1.442983	4.578615
80.0	1.0	14.29672	12.71049
90.0	0.0	2.148054	4.5149
90.0	1.0	14.23161	12.36052
100.0	0.0	2.852869	4.45121
100.0	1.0	14.16525	12.00378
110.0	0.0	3.564873	4.386869
110.0	1.0	14.09732	11.63867
120.0	0.0	4.168065	4.332338
120.0	1.0	14.03911	11.32603
130.0	0.0	4.807541	4.274528
130.0	1.0	13.9753	10.98325
140.0	0.0	5.526267	4.209554
140.0	1.0	13.90284	10.59408
150.0	0.0	6.242173	4.144835
150.0	1.0	13.82878	10.19627
150.0	2.0	21.58712	5.032826
160.0	0.0	6.956099	4.080296
160.0	1.0	13.75331	9.790898
160.0	2.0	20.9857	5.034122
170.0	0.0	7.679506	4.014899
170.0	1.0	13.67599	9.375581
170.0	2.0	20.3478	5.035496
170.0	3.0	-2.841969	5.993691
180.0	0.0	8.294014	3.959342
180.0	1.0	13.60961	9.018949
180.0	2.0	19.74455	5.036809
180.0	3.0	-2.269595	5.943275
190.0	0.0	8.942755	3.900693
190.0	1.0	13.53669	8.627112
190.0	2.0	19.10856	5.038191
190.0	3.0	-1.659739	5.889555
200.0	0.0	9.672814	3.834691
200.0	1.0	13.45386	8.182025
200.0	2.0	18.3951	5.039743
200.0	3.0	-0.9764051	5.829364
210.0	0.0	10.39868	3.769068
210.0	1.0	13.36929	7.72758
210.0	2.0	17.68838	5.041283
210.0	3.0	-0.2953758	5.769375
220.0	0.0	11.12654	3.703265
220.0	1.0	13.28266	7.26209
220.0	2.0	16.9821	5.042818
220.0	3.0	0.3864365	5.716288
230.0	0.0	11.86049	3.636911
230.0	1.0	13.19407	6.786108
230.0	2.0	16.27143	5.044365
230.0	3.0	1.07595	5.655561
240.0	0.0	12.48427	3.580508
240.0	1.0	13.11811	6.377677
240.0	2.0	15.6713	5.052778
240.0	3.0	1.657581	5.60433
250.0	0.0	13.1426	3.520979
250.0	1.0	13.03494	5.930508
250.0	2.0	15.02927	5.054188
250.0	3.0	2.282146	5.549316
260.0	0.0	13.88318	3.454013
260.0	1.0	12.94037	5.422036
260.0	2.0	14.3134	5.055759
260.0	3.0	2.978702	5.487961
270.0	0.0	14.62055	3.387336
270.0	1.0	12.84371	4.902336
270.0	2.0	13.59941	5.057327
270.0	3.0	3.676441	5.426501
280.0	0.0	15.35902	3.320563
280.0	1.0	12.74532	4.373367
280.0	2.0	12.88796	5.058888
280.0	3.0	4.373842	5.365071
290.0	0.0	16.10023	3.246423
290.0	1.0	12.6441	3.829136
290.0	2.0	12.17483	5.060455
290.0	3.0	5.072758	5.30351
300.0	0.0	16.73384	3.189123
300.0	1.0	12.55635	3.35746
300.0	2.0	11.57233	5.061775
300.0	3.0	5.664591	5.251401
310.0	0.0	17.39604	3.129235
310.0	1.0	12.46177	2.849015
310.0	2.0	10.92821	5.063187
310.0	3.0	6.300176	5.195441
320.0	0.0	18.1444	3.061557
320.0	1.0	12.35198	2.258899
320.0	2.0	10.21276	5.064757
320.0	3.0	7.007577	5.133158
330.0	0.0	18.8845	2.994622
330.0	1.0	12.22614	1.578323
330.0	2.0	9.499155	5.06632
330.0	3.0	7.714862	5.070886
340.0	0.0	19.62681	2.92749
340.0	1.0	12.10998	0.9538932
340.0	2.0	8.7899	5.067875
340.0	3.0	8.419399	5.008853
350.0	1.0	11.9904	0.310998
350.0	2.0	8.077585	5.069438
350.0	3.0	9.128521	4.946419
360.0	1.0	11.88583	-0.2516588
360.0	2.0	7.475243	5.070768
360.0	3.0	9.730648	4.893421
360.0	4.0	-3.451105	6.214135
370.0	1.0	11.77143	-0.8668081
370.0	2.0	6.83016	5.072189
370.0	3.0	10.37609	4.836611
370.0	4.0	-2.886538	6.164604
380.0	1.0	11.64138	-1.566032
380.0	2.0	6.114833	5.073768
380.0	3.0	11.0944	4.773389
380.0	4.0	-2.22639	6.106688
390.0	1.0	11.50738	-2.286571
390.0	2.0	5.400313	5.075344
390.0	3.0	11.81253	4.710181
